timestamp;windSpeedHH;windDir;assPowerWT1;assPowerWT2;assPowerC;realPowerWT1;realPowerWT2;realPowerCFree;realPowerCRisoe;windSpeedWT1;windSpeedWT2
829;14.4;1.8;562.300;562.300;1124.600;540.518;499.219;1081.037;1039.738;14.360;12.9
830;14.9;1.0;571.050;571.050;1142.100;548.929;518.566;1097.859;1067.495;14.860;13.5
831;15.2;0.3;573.500;573.500;1147.000;551.284;532.942;1102.569;1084.227;15.240;13.9
832;14.5;2.1;565.100;565.100;1130.200;543.210;505.743;1086.420;1048.953;14.520;13.1
833;15.9;-1.0;573.500;573.500;1147.000;551.284;545.234;1102.569;1096.518;15.870;14.6
834;15.7;0.9;573.500;573.500;1147.000;551.284;542.834;1102.569;1094.119;15.740;14.4
835;13.6;0.1;539.800;539.800;1079.600;518.890;460.114;1037.780;979.004;13.550;12.0
836;15.1;0.9;573.500;573.500;1147.000;551.284;526.583;1102.569;1077.867;15.070;13.7
837;15.3;0.3;573.500;573.500;1147.000;551.284;533.691;1102.569;1084.975;15.260;13.9
838;15.7;-0.8;573.500;573.500;1147.000;551.284;541.570;1102.569;1092.854;15.670;14.4
839;14.4;2.2;563.700;563.700;1127.400;541.864;502.799;1083.728;1044.663;14.440;13.0
840;16.5;2.7;574.796;574.796;1149.592;552.530;551.284;1105.061;1103.815;16.540;15.3
841;15.4;-0.9;573.500;573.500;1147.000;551.284;537.008;1102.569;1088.292;15.420;14.1
842;15.9;0.1;573.500;573.500;1147.000;551.284;546.693;1102.569;1097.978;15.950;14.7
843;17.3;-2.3;574.091;574.091;1148.182;551.853;551.576;1103.705;1103.429;17.270;16.1
844;16.8;-3.0;575.420;575.420;1150.840;553.130;551.284;1106.260;1104.415;16.800;15.6
845;16.9;0.5;575.756;575.756;1151.512;553.453;551.284;1106.906;1104.738;16.940;15.7
846;16.1;-1.2;573.668;573.668;1147.336;551.446;548.858;1102.892;1100.304;16.070;14.8
847;16.3;0.3;574.292;574.292;1148.584;552.046;551.284;1104.092;1103.330;16.330;15.1
848;16.9;-1.8;575.708;575.708;1151.416;553.407;551.284;1106.814;1104.691;16.920;15.7
849;14.7;-0.8;568.425;568.425;1136.850;546.406;512.830;1092.812;1059.236;14.710;13.3
850;15.7;1.2;573.500;573.500;1147.000;551.284;541.549;1102.569;1092.834;15.670;14.4
851;14.7;-0.5;567.550;567.550;1135.100;545.565;510.905;1091.130;1056.469;14.660;13.3
852;17.1;-2.6;575.364;575.364;1150.728;553.076;551.284;1106.153;1104.361;17.080;15.9
853;16.4;0.6;574.364;574.364;1148.728;552.115;551.284;1104.230;1103.400;16.360;15.1
854;16.0;-0.3;573.500;573.500;1147.000;551.284;547.248;1102.569;1098.533;15.980;14.7
855;16.1;0.3;573.836;573.836;1147.672;551.607;550.086;1103.215;1101.693;16.140;14.9
856;15.2;-0.2;573.500;573.500;1147.000;551.284;532.579;1102.569;1083.863;15.230;13.9
857;16.2;-1.2;573.884;573.884;1147.768;551.654;550.451;1103.307;1102.104;16.160;14.9
858;15.2;-0.6;573.500;573.500;1147.000;551.284;532.958;1102.569;1084.243;15.240;13.9
859;18.8;-0.4;573.169;573.169;1146.338;550.966;548.792;1101.933;1099.758;18.810;17.7
860;16.2;0.2;573.956;573.956;1147.912;551.723;550.972;1103.446;1102.695;16.190;14.9
861;17.0;-2.0;575.852;575.852;1151.704;553.545;551.284;1107.091;1104.830;16.980;15.8
862;16.8;-1.0;575.516;575.516;1151.032;553.222;551.284;1106.445;1104.507;16.840;15.6
863;16.5;1.0;574.676;574.676;1149.352;552.415;551.284;1104.830;1103.699;16.490;15.2
864;16.0;-2.7;573.500;573.500;1147.000;551.284;547.438;1102.569;1098.723;15.990;14.7
865;14.9;1.6;571.925;571.925;1143.850;549.771;520.477;1099.541;1070.248;14.910;13.5
866;15.7;-1.0;573.500;573.500;1147.000;551.284;541.388;1102.569;1092.673;15.660;14.4
867;17.1;2.6;575.096;575.096;1150.192;552.819;551.284;1105.637;1104.103;17.120;15.9
868;16.1;2.4;573.764;573.764;1147.528;551.538;549.886;1103.076;1101.424;16.110;14.9
869;16.3;2.0;574.172;574.172;1148.344;551.930;551.284;1103.861;1103.215;16.280;15.0
870;15.9;-1.0;573.500;573.500;1147.000;551.284;545.050;1102.569;1096.334;15.860;14.6
871;18.1;-2.1;569.739;569.739;1139.478;547.669;553.452;1095.338;1101.121;18.110;17.0
872;16.8;-1.9;575.468;575.468;1150.936;553.176;551.284;1106.353;1104.461;16.820;15.6
873;16.9;1.2;575.708;575.708;1151.416;553.407;551.284;1106.814;1104.691;16.920;15.7
874;16.2;1.4;573.884;573.884;1147.768;551.654;550.426;1103.307;1102.080;16.160;14.9
875;15.1;0.0;573.500;573.500;1147.000;551.284;525.858;1102.569;1077.142;15.050;13.7
876;14.6;1.7;567.025;567.025;1134.050;545.060;509.692;1090.121;1054.753;14.630;13.2
877;14.8;-0.3;570.175;570.175;1140.350;548.088;516.671;1096.177;1064.759;14.810;13.4
878;14.1;0.1;557.925;557.925;1115.850;536.313;487.370;1072.626;1023.683;14.110;12.7
879;16.2;1.2;574.076;574.076;1148.152;551.838;551.284;1103.676;1103.123;16.240;15.0
880;16.1;1.0;573.644;573.644;1147.288;551.423;548.662;1102.846;1100.085;16.060;14.8
881;17.4;-3.0;573.019;573.019;1146.038;550.822;551.970;1101.644;1102.792;17.430;16.2
882;16.6;0.7;575.012;575.012;1150.024;552.738;551.284;1105.476;1104.022;16.630;15.4
883;16.2;-1.3;573.908;573.908;1147.816;551.677;550.628;1103.353;1102.304;16.170;14.9
884;16.9;0.3;575.540;575.540;1151.080;553.245;551.284;1106.491;1104.530;16.850;15.6
885;14.4;2.6;562.650;562.650;1125.300;540.855;501.355;1081.710;1042.210;14.380;13.0
886;18.1;0.5;569.690;569.690;1139.380;547.622;553.524;1095.244;1101.146;18.100;17.0
887;15.8;-1.6;573.500;573.500;1147.000;551.284;543.953;1102.569;1095.237;15.800;14.5
888;16.4;-0.9;574.388;574.388;1148.776;552.138;551.284;1104.276;1103.423;16.370;15.1
889;15.3;1.7;573.500;573.500;1147.000;551.284;535.339;1102.569;1086.624;15.330;14.0
890;15.9;1.0;573.500;573.500;1147.000;551.284;544.848;1102.569;1096.133;15.850;14.6
891;16.3;0.3;574.124;574.124;1148.248;551.884;551.284;1103.769;1103.169;16.260;15.0
892;15.5;2.0;573.500;573.500;1147.000;551.284;538.329;1102.569;1089.613;15.490;14.2
893;16.9;-1.0;575.684;575.684;1151.368;553.384;551.284;1106.768;1104.668;16.910;15.7
894;16.8;0.9;575.348;575.348;1150.696;553.061;551.284;1106.122;1104.345;16.770;15.5
895;14.5;0.1;564.575;564.575;1129.150;542.705;504.373;1085.410;1047.079;14.490;13.1
896;16.1;0.8;573.668;573.668;1147.336;551.446;548.841;1102.892;1100.287;16.070;14.8
897;16.3;0.3;574.148;574.148;1148.296;551.907;551.284;1103.815;1103.192;16.270;15.0
898;16.7;-0.8;575.156;575.156;1150.312;552.876;551.284;1105.753;1104.161;16.690;15.5
899;15.4;2.1;573.500;573.500;1147.000;551.284;536.918;1102.569;1088.203;15.410;14.1
900;17.6;2.6;571.880;571.880;1143.760;549.727;552.457;1099.454;1102.185;17.600;16.5
901;16.4;-0.9;574.460;574.460;1148.920;552.207;551.284;1104.415;1103.492;16.400;15.2
902;17.0;0.1;575.780;575.780;1151.560;553.476;551.284;1106.952;1104.761;16.950;15.7
903;18.3;-2.2;570.768;570.768;1141.536;548.658;552.056;1097.317;1100.715;18.320;17.2
904;17.8;-2.9;570.406;570.406;1140.812;548.310;552.934;1096.621;1101.244;17.820;16.7
905;18.0;0.5;569.334;569.334;1138.668;547.280;553.328;1094.560;1100.608;17.980;16.8
906;17.1;-1.2;575.431;575.431;1150.862;553.141;551.284;1106.281;1104.425;17.070;15.9
907;17.3;0.3;573.622;573.622;1147.244;551.402;551.747;1102.803;1103.149;17.340;16.2
908;18.0;-1.7;569.535;569.535;1139.070;547.473;553.256;1094.946;1100.729;17.950;16.8
909;15.7;-0.7;573.500;573.500;1147.000;551.284;541.387;1102.569;1092.671;15.660;14.4
910;16.7;1.2;575.108;575.108;1150.216;552.830;551.284;1105.660;1104.115;16.670;15.4
911;15.6;-0.5;573.500;573.500;1147.000;551.284;540.471;1102.569;1091.756;15.610;14.3
912;18.1;-2.5;569.837;569.837;1139.674;547.763;553.319;1095.527;1101.083;18.130;17.0
913;17.4;0.6;573.421;573.421;1146.842;551.209;551.820;1102.417;1103.029;17.370;16.2
914;17.0;-0.3;575.852;575.852;1151.704;553.545;551.284;1107.091;1104.830;16.980;15.8
915;17.1;0.2;574.895;574.895;1149.790;552.625;551.284;1105.251;1103.910;17.150;15.9
916;16.2;-0.2;573.980;573.980;1147.960;551.746;551.152;1103.492;1102.898;16.200;14.9
917;17.2;-1.2;574.761;574.761;1149.522;552.497;551.330;1104.993;1103.827;17.170;16.0
918;16.2;-0.6;573.980;573.980;1147.960;551.746;551.155;1103.492;1102.901;16.200;14.9
919;19.9;-0.4;587.992;587.992;1175.984;565.215;551.400;1130.430;1116.615;19.920;18.9
920;17.2;0.2;574.694;574.694;1149.388;552.432;551.353;1104.865;1103.786;17.180;16.0
921;18.0;-1.9;569.298;569.298;1138.596;547.245;553.427;1094.491;1100.673;18.020;16.9
922;17.9;-0.9;570.138;570.138;1140.276;548.053;553.032;1096.105;1101.085;17.860;16.7
923;17.5;1.0;572.483;572.483;1144.966;550.307;552.165;1100.614;1102.472;17.510;16.3
924;17.0;-2.7;575.876;575.876;1151.752;553.568;551.284;1107.137;1104.853;16.990;15.8
925;15.9;1.5;573.500;573.500;1147.000;551.284;545.207;1102.569;1096.492;15.870;14.6
926;16.6;-1.0;575.060;575.060;1150.120;552.784;551.284;1105.568;1104.069;16.650;15.4
927;18.2;2.5;569.984;569.984;1139.968;547.905;552.959;1095.809;1100.864;18.160;17.0
928;17.1;2.3;575.163;575.163;1150.326;552.883;551.284;1105.766;1104.167;17.110;15.9
929;17.3;1.9;573.957;573.957;1147.914;551.724;551.625;1103.448;1103.348;17.290;16.1
930;16.9;-0.9;575.540;575.540;1151.080;553.245;551.284;1106.491;1104.530;16.850;15.6
931;19.2;-2.1;576.818;576.818;1153.636;554.474;547.763;1108.948;1102.237;19.180;18.1
932;17.8;-1.8;570.272;570.272;1140.544;548.182;552.983;1096.363;1101.165;17.840;16.7
933;18.0;1.2;569.535;569.535;1139.070;547.473;553.253;1094.946;1100.726;17.950;16.8
934;17.2;1.3;574.828;574.828;1149.656;552.561;551.302;1105.122;1103.864;17.160;16.0
935;16.0;0.0;573.548;573.548;1147.096;551.331;547.966;1102.661;1099.297;16.020;14.8
936;15.6;1.7;573.500;573.500;1147.000;551.284;539.897;1102.569;1091.182;15.580;14.3
937;15.8;-0.3;573.500;573.500;1147.000;551.284;543.396;1102.569;1094.681;15.770;14.5
938;15.0;0.1;573.500;573.500;1147.000;551.284;525.484;1102.569;1076.769;15.040;13.7
939;17.3;1.2;574.158;574.158;1148.316;551.917;551.549;1103.834;1103.466;17.260;16.1
940;17.1;1.0;575.498;575.498;1150.996;553.205;551.284;1106.410;1104.490;17.060;15.9
941;18.5;-3.0;571.552;571.552;1143.104;549.412;550.992;1098.824;1100.403;18.480;17.4
942;17.6;0.6;571.545;571.545;1143.090;549.405;552.511;1098.811;1101.916;17.650;16.5
943;17.2;-1.3;574.761;574.761;1149.522;552.497;551.330;1104.993;1103.827;17.170;16.0
944;17.9;0.3;570.004;570.004;1140.008;547.924;553.081;1095.848;1101.005;17.880;16.7
945;15.3;2.5;573.500;573.500;1147.000;551.284;535.449;1102.569;1086.734;15.310;14.0
946;19.2;0.5;576.969;576.969;1153.938;554.619;547.809;1109.238;1102.428;19.190;18.1
947;16.8;-1.6;575.372;575.372;1150.744;553.084;551.284;1106.168;1104.368;16.780;15.6
948;17.4;-0.9;573.287;573.287;1146.574;551.080;551.871;1102.160;1102.951;17.390;16.2
949;16.3;1.7;574.244;574.244;1148.488;552.000;551.284;1103.999;1103.284;16.310;15.1
950;16.9;1.0;575.540;575.540;1151.080;553.245;551.284;1106.491;1104.530;16.850;15.6
951;17.3;0.3;574.091;574.091;1148.182;551.853;551.575;1103.705;1103.427;17.270;16.1
952;16.5;2.0;574.628;574.628;1149.256;552.369;551.284;1104.738;1103.653;16.470;15.2
953;17.9;-0.9;569.602;569.602;1139.204;547.537;553.231;1095.075;1100.768;17.940;16.8
954;17.8;0.9;570.473;570.473;1140.946;548.375;552.907;1096.750;1101.281;17.810;16.7
955;15.4;0.1;573.500;573.500;1147.000;551.284;537.183;1102.569;1088.467;15.430;14.1
956;17.1;0.8;575.364;575.364;1150.728;553.076;551.284;1106.153;1104.361;17.080;15.9
957;17.3;0.3;574.091;574.091;1148.182;551.853;551.575;1103.705;1103.427;17.270;16.1
958;17.7;-0.7;571.076;571.076;1142.152;548.954;552.686;1097.909;1101.640;17.720;16.6
959;16.4;2.0;574.412;574.412;1148.824;552.161;551.284;1104.322;1103.446;16.380;15.1
960;18.7;2.5;572.434;572.434;1144.868;550.260;549.636;1100.520;1099.896;18.660;17.6
961;17.4;-0.8;573.354;573.354;1146.708;551.144;551.847;1102.288;1102.991;17.380;16.2
962;17.9;0.1;569.602;569.602;1139.204;547.537;553.230;1095.075;1100.767;17.940;16.8
963;19.4;-2.2;579.536;579.536;1159.072;557.087;548.646;1114.173;1105.733;19.360;18.3
964;18.8;-2.8;573.316;573.316;1146.632;551.108;548.589;1102.215;1099.697;18.840;17.7
965;19.0;0.5;574.251;574.251;1148.502;552.006;547.457;1104.013;1099.464;19.010;17.9
966;18.1;-1.2;569.543;569.543;1139.086;547.481;553.546;1094.962;1101.027;18.070;16.9
967;18.4;0.3;570.915;570.915;1141.830;548.800;551.861;1097.599;1100.660;18.350;17.2
968;19.0;-1.6;574.051;574.051;1148.102;551.814;547.586;1103.628;1099.400;18.990;17.9
969;16.6;-0.7;574.964;574.964;1149.928;552.692;551.284;1105.384;1103.976;16.610;15.4
970;17.7;1.1;571.411;571.411;1142.822;549.276;552.560;1098.553;1101.836;17.670;16.5
971;16.6;-0.4;574.844;574.844;1149.688;552.576;551.284;1105.153;1103.861;16.560;15.3
972;19.2;-2.5;576.667;576.667;1153.334;554.329;547.714;1108.658;1102.043;19.170;18.1
973;18.4;0.6;571.062;571.062;1142.124;548.941;551.662;1097.882;1100.603;18.380;17.3
974;18.0;-0.3;569.334;569.334;1138.668;547.280;553.329;1094.560;1100.609;17.980;16.8
975;18.2;0.2;569.984;569.984;1139.968;547.905;553.124;1095.809;1101.029;18.160;17.0
976;17.2;-0.2;574.761;574.761;1149.522;552.497;551.329;1104.993;1103.826;17.170;16.0
977;18.2;-1.2;570.082;570.082;1140.164;547.999;552.988;1095.998;1100.987;18.180;17.0
978;17.2;-0.5;574.828;574.828;1149.656;552.561;551.305;1105.122;1103.866;17.160;16.0
979;21.0;-0.4;0.000;0.000;0.000;0.000;566.491;0.000;566.491;21.020;20.0
980;18.2;0.2;570.082;570.082;1140.164;547.999;552.991;1095.998;1100.990;18.180;17.0
981;19.0;-1.9;574.855;574.855;1149.710;552.587;547.185;1105.174;1099.772;19.050;17.9
982;18.9;-0.9;573.561;573.561;1147.122;551.343;548.256;1102.686;1099.599;18.890;17.8
983;18.5;1.0;571.748;571.748;1143.496;549.600;550.732;1099.201;1100.332;18.520;17.4
984;18.0;-2.6;569.267;569.267;1138.534;547.215;553.355;1094.431;1100.571;17.990;16.8
985;16.8;1.5;575.492;575.492;1150.984;553.199;551.284;1106.399;1104.484;16.830;15.6
986;17.6;-0.9;571.612;571.612;1143.224;549.470;552.488;1098.939;1101.958;17.640;16.5
987;19.2;2.5;577.120;577.120;1154.240;554.764;547.958;1109.528;1102.722;19.200;18.1
988;18.1;2.2;569.739;569.739;1139.478;547.669;553.386;1095.338;1101.055;18.110;17.0
989;18.3;1.9;570.719;570.719;1141.438;548.611;552.131;1097.222;1100.742;18.310;17.2
990;17.8;-0.9;570.272;570.272;1140.544;548.182;552.983;1096.363;1101.165;17.840;16.7
991;20.3;-2.0;594.816;594.816;1189.632;571.775;555.617;1143.550;1127.392;20.260;19.2
992;18.9;-1.8;573.414;573.414;1146.828;551.202;548.456;1102.404;1099.657;18.860;17.7
993;19.0;1.2;574.002;574.002;1148.004;551.767;547.661;1103.534;1099.428;18.980;17.9
994;18.2;1.3;570.033;570.033;1140.066;547.952;553.062;1095.904;1101.014;18.170;17.0
995;17.0;0.0;575.876;575.876;1151.752;553.568;551.284;1107.137;1104.853;16.990;15.8
996;16.5;1.6;574.796;574.796;1149.592;552.530;551.284;1105.061;1103.815;16.540;15.3
997;16.7;-0.3;575.276;575.276;1150.552;552.992;551.284;1105.983;1104.276;16.740;15.5
998;16.0;0.1;573.500;573.500;1147.000;551.284;547.245;1102.569;1098.529;15.980;14.7
999;18.3;1.2;570.523;570.523;1141.046;548.423;552.397;1096.846;1100.820;18.270;17.1
1000;18.0;0.9;569.445;569.445;1138.890;547.387;553.496;1094.773;1100.883;18.050;16.9
1001;19.5;-2.9;581.952;581.952;1163.904;559.409;549.432;1118.818;1108.841;19.520;18.4
1002;18.7;0.6;572.483;572.483;1144.966;550.307;549.730;1100.614;1100.037;18.670;17.6
1003;18.2;-1.3;570.033;570.033;1140.066;547.952;553.054;1095.904;1101.006;18.170;17.0
1004;18.9;0.3;573.708;573.708;1147.416;551.484;548.059;1102.969;1099.543;18.920;17.8
1005;16.2;2.4;574.076;574.076;1148.152;551.838;551.284;1103.676;1103.123;16.240;15.0
1006;20.3;0.5;595.032;595.032;1190.064;571.982;555.759;1143.965;1127.741;20.270;19.2
1007;17.8;-1.6;570.741;570.741;1141.482;548.632;552.810;1097.265;1101.442;17.770;16.6
1008;18.4;-0.9;571.209;571.209;1142.418;549.082;551.458;1098.164;1100.541;18.410;17.3
1009;17.3;1.6;574.024;574.024;1148.048;551.788;551.597;1103.576;1103.385;17.280;16.1
1010;17.9;0.9;570.205;570.205;1140.410;548.117;553.005;1096.234;1101.123;17.850;16.7
1011;18.3;0.3;570.572;570.572;1141.144;548.470;552.327;1096.940;1100.797;18.280;17.1
1012;17.5;1.9;572.885;572.885;1145.770;550.693;552.018;1101.387;1102.711;17.450;16.3
1013;19.0;-0.9;573.953;573.953;1147.906;551.720;547.721;1103.440;1099.441;18.970;17.9
1014;18.8;0.8;573.267;573.267;1146.534;551.060;548.662;1102.121;1099.723;18.830;17.7
1015;16.4;0.0;574.388;574.388;1148.776;552.138;551.284;1104.276;1103.423;16.370;15.1
1016;18.1;0.8;569.641;569.641;1139.282;547.575;553.591;1095.150;1101.166;18.090;17.0
1017;18.3;0.2;570.572;570.572;1141.144;548.470;552.326;1096.940;1100.796;18.280;17.1
1018;18.8;-0.7;572.875;572.875;1145.750;550.684;549.192;1101.367;1099.875;18.750;17.6
1019;17.4;2.0;573.555;573.555;1147.110;551.337;551.775;1102.675;1103.112;17.350;16.2
1020;19.7;2.5;584.821;584.821;1169.642;562.167;550.461;1124.334;1112.628;19.710;18.7
1021;18.4;-0.8;570.964;570.964;1141.928;548.847;551.791;1097.693;1100.638;18.360;17.2
1022;18.9;0.1;573.806;573.806;1147.612;551.579;547.924;1103.157;1099.503;18.940;17.8
1023;20.4;-2.1;597.840;597.840;1195.680;574.682;557.752;1149.363;1132.433;20.400;19.4
1024;19.9;-2.8;587.086;587.086;1174.172;564.344;551.105;1128.688;1115.449;19.860;18.8
1025;20.0;0.5;590.064;590.064;1180.128;567.207;552.257;1134.414;1119.464;20.040;19.0
1026;19.1;-1.1;575.157;575.157;1150.314;552.877;547.224;1105.755;1100.101;19.070;18.0
1027;19.4;0.3;579.385;579.385;1158.770;556.942;548.594;1113.883;1105.536;19.350;18.3
1028;20.0;-1.6;589.848;589.848;1179.696;566.999;552.115;1133.998;1119.115;20.030;19.0
1029;17.6;-0.7;572.148;572.148;1144.296;549.985;552.290;1099.970;1102.275;17.560;16.4
1030;18.7;1.1;572.434;572.434;1144.868;550.260;549.799;1100.520;1100.058;18.660;17.5
1031;17.5;-0.4;572.483;572.483;1144.966;550.307;552.167;1100.614;1102.474;17.510;16.3
1032;20.2;-2.4;593.736;593.736;1187.472;570.737;554.855;1141.473;1125.592;20.210;19.2
1033;19.4;0.6;579.989;579.989;1159.978;557.522;548.790;1115.044;1106.312;19.390;18.3
1034;19.0;-0.3;574.002;574.002;1148.004;551.767;547.656;1103.534;1099.422;18.980;17.9
1035;19.2;0.2;576.667;576.667;1153.334;554.329;547.711;1108.658;1102.040;19.170;18.1
1036;18.1;-0.2;569.886;569.886;1139.772;547.810;553.256;1095.621;1101.066;18.140;17.0
1037;19.2;-1.1;577.120;577.120;1154.240;554.764;547.861;1109.528;1102.625;19.200;18.1
1038;18.1;-0.5;569.837;569.837;1139.674;547.763;553.321;1095.527;1101.085;18.130;17.0
1039;22.1;-0.4;0.000;0.000;0.000;0.000;0.000;0.000;0.000;22.120;21.0
1040;19.2;0.2;576.667;576.667;1153.334;554.329;547.711;1108.658;1102.040;19.170;18.1
1041;20.1;-1.8;590.928;590.928;1181.856;568.037;552.876;1136.075;1120.914;20.080;19.0
1042;19.9;-0.9;587.841;587.841;1175.682;565.070;551.351;1130.140;1116.421;19.910;18.8
1043;19.5;1.0;582.254;582.254;1164.508;559.699;549.525;1119.399;1109.225;19.540;18.5
1044;19.0;-2.5;574.051;574.051;1148.102;551.814;547.586;1103.628;1099.400;18.990;17.9
1045;17.8;1.4;570.607;570.607;1141.214;548.504;552.856;1097.007;1101.360;17.790;16.6
1046;18.6;-0.9;572.238;572.238;1144.476;550.071;550.059;1100.143;1100.130;18.620;17.5
1047;20.2;2.4;594.384;594.384;1188.768;571.359;555.554;1142.719;1126.913;20.240;19.2
1048;19.1;2.2;575.610;575.610;1151.220;553.313;547.406;1106.625;1100.719;19.100;18.0
1049;19.3;1.8;578.932;578.932;1157.864;556.506;548.442;1113.012;1104.948;19.320;18.2
1050;18.8;-0.9;573.267;573.267;1146.534;551.060;548.657;1102.121;1099.718;18.830;17.7
1051;21.3;-2.0;0.000;0.000;0.000;0.000;572.624;0.000;572.624;21.330;20.3
1052;19.9;-1.7;587.388;587.388;1174.776;564.635;551.204;1129.269;1115.838;19.880;18.8
1053;20.0;1.1;589.416;589.416;1178.832;566.584;551.840;1133.168;1118.424;20.010;18.9
1054;19.2;1.2;576.667;576.667;1153.334;554.329;547.708;1108.658;1102.037;19.170;18.1
1055;18.0;0.0;569.468;569.468;1138.936;547.409;553.279;1094.817;1100.688;17.960;16.8
1056;17.5;1.6;572.550;572.550;1145.100;550.371;552.139;1100.743;1102.510;17.500;16.3
1057;17.7;-0.3;571.143;571.143;1142.286;549.019;552.661;1098.038;1101.679;17.710;16.5
1058;16.9;0.1;575.684;575.684;1151.368;553.384;551.284;1106.768;1104.668;16.910;15.7
1059;19.3;1.1;578.328;578.328;1156.656;555.925;548.248;1111.851;1104.174;19.280;18.2
1060;19.0;0.9;574.855;574.855;1149.710;552.587;547.191;1105.174;1099.778;19.050;17.9
1061;20.6;-2.8;0.000;0.000;0.000;0.000;560.244;0.000;560.244;20.570;19.5
1062;19.7;0.6;584.519;584.519;1169.038;561.877;550.264;1123.753;1112.141;19.690;18.6
1063;19.2;-1.2;576.667;576.667;1153.334;554.329;547.714;1108.658;1102.043;19.170;18.1
1064;20.0;0.3;588.445;588.445;1176.890;565.651;551.546;1131.301;1117.197;19.950;18.9
1065;17.2;2.3;574.694;574.694;1149.388;552.432;551.391;1104.865;1103.824;17.180;16.0
1066;21.4;0.5;0.000;0.000;0.000;0.000;573.004;0.000;573.004;21.350;20.3
1067;18.8;-1.5;572.875;572.875;1145.750;550.684;549.191;1101.367;1099.874;18.750;17.6
1068;19.4;-0.9;580.593;580.593;1161.186;558.103;548.989;1116.205;1107.092;19.430;18.3
1069;18.3;1.6;570.474;570.474;1140.948;548.376;552.466;1096.751;1100.841;18.260;17.1
1070;18.8;0.9;573.316;573.316;1146.632;551.108;548.596;1102.215;1099.703;18.840;17.7
1071;19.3;0.3;578.479;578.479;1156.958;556.071;548.300;1112.141;1104.370;19.290;18.2
1072;18.4;1.9;571.307;571.307;1142.614;549.176;551.334;1098.353;1100.511;18.430;17.3
1073;20.0;-0.9;589.200;589.200;1178.400;566.376;551.795;1132.753;1118.171;20.000;18.9
1074;19.9;0.8;587.086;587.086;1174.172;564.344;551.101;1128.688;1115.445;19.860;18.8
1075;17.3;0.0;573.823;573.823;1147.646;551.595;551.673;1103.190;1103.268;17.310;16.1
1076;19.1;0.8;575.459;575.459;1150.918;553.168;547.318;1106.335;1100.486;19.090;18.0
1077;19.3;0.2;578.479;578.479;1156.958;556.071;548.300;1112.141;1104.370;19.290;18.2
1078;19.8;-0.7;585.727;585.727;1171.454;563.038;550.661;1126.076;1113.699;19.770;18.7
1079;18.3;1.9;570.768;570.768;1141.536;548.658;552.060;1097.317;1100.718;18.320;17.2
1080;20.8;2.4;0.000;0.000;0.000;0.000;563.249;0.000;563.249;20.770;19.7
